citizen_id,scheme_id,scheme_name,age,gender,state,caste_category,occupation,annual_income,is_rural,is_bpl,is_govt_employee,is_income_tax_payer,is_urban_resident,has_aadhaar,has_pan_card,has_bank_account,has_aadhaar_linked_bank,has_land_records,has_land_proof,has_bpl_card,has_secc_registration,has_mobile,has_photo,has_business_proof,has_bank_statements,eligible,readiness_score,missing_docs_count,missing_conditions_count,missing_docs,missing_conditions
CIT00389,MUDRA-005,PM-MUDRA,35,female,Rajasthan,General,entrepreneur,362795,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,100.0,0,0,none,none
CIT00390,PMJDY-002,PMJDY,21,female,Tamil Nadu,OBC,small_business,659606,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,90.0,0,1,none,income_too_high
CIT00391,PMSBY-004,PMSBY,10,female,Uttar Pradesh,General,homemaker,450784,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,90.0,0,1,none,age_not_in_range_18_70
CIT00392,MUDRA-005,PM-MUDRA,11,other,Haryana,OBC,unemployed,176404,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,70.0,1,2,business_proof,age_not_in_range_18_65|occupation_mismatch
CIT00393,MUDRA-005,PM-MUDRA,69,male,Tamil Nadu,SC,homemaker,388467,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,60.0,2,2,pan_card|business_proof,age_not_in_range_18_65|occupation_mismatch
CIT00394,PMAY-003,PMAY-G,79,other,Karnataka,General,farmer,100723,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,90.0,1,0,land_proof,none
CIT00395,PMJDY-002,PMJDY,36,male,West Bengal,General,small_business,150260,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,83.3,1,0,mobile,none
CIT00396,PMAY-003,PMAY-G,74,other,Gujarat,General,private_employee,290172,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,60.0,2,2,bpl_card|secc_registration,income_too_high|bpl_required
CIT00397,PMJDY-002,PMJDY,18,male,Telangana,SC,unemployed,206503,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00398,PMAY-003,PMAY-G,63,other,Jharkhand,ST,entrepreneur,737746,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,60.0,2,2,bpl_card|secc_registration,income_too_high|bpl_required
CIT00399,PMAY-003,PMAY-G,51,female,Assam,OBC,daily_wage_worker,201903,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00400,PMJDY-002,PMJDY,28,female,Maharashtra,OBC,government_employee,349617,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,83.3,1,0,mobile,none
CIT00401,PMJDY-002,PMJDY,50,other,Rajasthan,OBC,small_business,123150,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,83.3,1,0,mobile,none
CIT00402,MUDRA-005,PM-MUDRA,73,male,Odisha,ST,student,1633,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,40.0,4,2,pan_card|business_proof|bank_statements|photo,age_not_in_range_18_65|occupation_mismatch
CIT00403,PMJDY-002,PMJDY,24,other,Odisha,ST,small_business,543581,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,90.0,0,1,none,income_too_high
CIT00404,MUDRA-005,PM-MUDRA,45,male,Uttar Pradesh,General,homemaker,559617,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT00405,PMSBY-004,PMSBY,56,female,Rajasthan,SC,homemaker,179385,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00406,MUDRA-005,PM-MUDRA,64,other,Telangana,OBC,daily_wage_worker,105663,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT00407,MUDRA-005,PM-MUDRA,44,female,Rajasthan,OBC,daily_wage_worker,137337,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT00408,PMJDY-002,PMJDY,13,male,Rajasthan,General,government_employee,1075795,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,56.7,2,1,aadhaar|mobile,income_too_high
CIT00409,PMJDY-002,PMJDY,18,other,Haryana,OBC,farmer,102670,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,100.0,0,0,none,none
CIT00410,PM-KISAN-001,PM-KISAN,30,male,Maharashtra,OBC,private_employee,513479,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,57.5,1,3,land_records,income_too_high|occupation_mismatch|excluded_income_tax_payer
CIT00411,PMJDY-002,PMJDY,51,female,Tamil Nadu,SC,homemaker,435061,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00412,PM-KISAN-001,PM-KISAN,30,male,Madhya Pradesh,General,student,31778,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00413,PMJDY-002,PMJDY,26,male,Odisha,OBC,daily_wage_worker,50027,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,100.0,0,0,none,none
CIT00414,MUDRA-005,PM-MUDRA,26,male,Rajasthan,ST,small_business,402361,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,90.0,1,0,pan_card,none
CIT00415,PMJDY-002,PMJDY,42,male,Bihar,OBC,homemaker,212349,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00416,MUDRA-005,PM-MUDRA,74,other,Assam,General,government_employee,664733,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,60.0,1,3,business_proof,age_not_in_range_18_65|occupation_mismatch|excluded_govt_employee
CIT00417,PMJDY-002,PMJDY,74,other,Odisha,OBC,farmer,55869,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT00418,PM-KISAN-001,PM-KISAN,50,male,Odisha,General,student,7395,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00419,PMSBY-004,PMSBY,49,other,Tamil Nadu,OBC,daily_wage_worker,187388,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00420,PMAY-003,PMAY-G,23,female,Odisha,OBC,private_employee,503453,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00421,MUDRA-005,PM-MUDRA,61,male,Madhya Pradesh,SC,entrepreneur,703861,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,100.0,0,0,none,none
CIT00422,PMSBY-004,PMSBY,45,male,Karnataka,OBC,daily_wage_worker,164064,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00423,PMSBY-004,PMSBY,51,male,Maharashtra,OBC,farmer,130304,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00424,PMSBY-004,PMSBY,53,other,Jharkhand,General,unemployed,172196,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00425,PMSBY-004,PMSBY,48,other,Rajasthan,OBC,unemployed,76365,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00426,PMAY-003,PMAY-G,43,female,Assam,ST,student,33206,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,60.0,3,1,bank_account|land_proof|secc_registration,excluded_urban_resident
CIT00427,PM-KISAN-001,PM-KISAN,13,other,West Bengal,OBC,private_employee,456166,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,57.5,1,3,land_records,age_not_in_range_18_99|income_too_high|occupation_mismatch
CIT00428,PMAY-003,PMAY-G,53,male,Uttar Pradesh,OBC,self_employed,200031,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT00429,PM-KISAN-001,PM-KISAN,72,male,Haryana,OBC,daily_wage_worker,114520,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00430,PMAY-003,PMAY-G,61,male,Assam,SC,student,17377,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,90.0,1,0,bpl_card,none
CIT00431,PMJDY-002,PMJDY,50,male,Gujarat,OBC,student,28371,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,100.0,0,0,none,none
CIT00432,PMJDY-002,PMJDY,69,female,Telangana,OBC,homemaker,496452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT00433,PMAY-003,PMAY-G,29,other,Punjab,SC,private_employee,276025,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,income_too_high|bpl_required
CIT00434,PMJDY-002,PMJDY,40,female,Madhya Pradesh,General,government_employee,568903,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,90.0,0,1,none,income_too_high
CIT00435,PMSBY-004,PMSBY,45,other,Jharkhand,General,government_employee,570948,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT00436,MUDRA-005,PM-MUDRA,60,other,Tamil Nadu,General,private_employee,197346,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT00437,PMJDY-002,PMJDY,40,other,Bihar,SC,government_employee,394632,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,83.3,1,0,mobile,none
CIT00438,PMAY-003,PMAY-G,17,female,Jharkhand,OBC,government_employee,566659,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0,4,3,aadhaar|bpl_card|land_proof|secc_registration,age_not_in_range_18_99|income_too_high|bpl_required
CIT00439,PMAY-003,PMAY-G,14,other,Punjab,SC,unemployed,110785,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,50.0,3,2,bank_account|land_proof|secc_registration,age_not_in_range_18_99|excluded_urban_resident
CIT00440,PMAY-003,PMAY-G,66,female,Uttar Pradesh,ST,self_employed,327864,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00441,PMAY-003,PMAY-G,72,female,Haryana,OBC,daily_wage_worker,101837,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,excluded_urban_resident|bpl_required
CIT00442,PMAY-003,PMAY-G,80,other,West Bengal,OBC,student,27582,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,70.0,3,0,bpl_card|bank_account|land_proof,none
CIT00443,PMSBY-004,PMSBY,41,other,Haryana,ST,homemaker,232744,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00444,PM-KISAN-001,PM-KISAN,46,male,Bihar,OBC,small_business,701826,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,55.0,2,2,land_records|mobile,income_too_high|occupation_mismatch
CIT00445,MUDRA-005,PM-MUDRA,31,male,Gujarat,OBC,unemployed,213831,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,70.0,2,1,business_proof|bank_statements,occupation_mismatch
CIT00446,PMJDY-002,PMJDY,73,male,Madhya Pradesh,SC,daily_wage_worker,148936,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT00447,PMAY-003,PMAY-G,37,female,Haryana,OBC,daily_wage_worker,187308,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT00448,PM-KISAN-001,PM-KISAN,20,male,Odisha,General,homemaker,390209,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,67.5,1,2,land_records,income_too_high|occupation_mismatch
CIT00449,PMAY-003,PMAY-G,70,female,Assam,ST,student,21814,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,50.0,4,1,aadhaar|bpl_card|bank_account|secc_registration,bpl_required
CIT00450,MUDRA-005,PM-MUDRA,15,other,Rajasthan,General,daily_wage_worker,64665,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT00451,PMSBY-004,PMSBY,26,female,Tamil Nadu,ST,daily_wage_worker,60629,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,83.3,1,0,aadhaar_linked_bank,none
CIT00452,MUDRA-005,PM-MUDRA,66,male,Madhya Pradesh,General,small_business,769354,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,80.0,1,1,photo,age_not_in_range_18_65
CIT00453,PM-KISAN-001,PM-KISAN,28,male,West Bengal,General,unemployed,59488,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,65.0,2,1,land_records|mobile,occupation_mismatch
CIT00454,PMAY-003,PMAY-G,19,male,Karnataka,OBC,student,11833,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,70.0,2,1,land_proof|secc_registration,excluded_urban_resident
CIT00455,MUDRA-005,PM-MUDRA,71,female,Punjab,ST,small_business,562589,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,70.0,2,1,business_proof|bank_statements,age_not_in_range_18_65
CIT00456,PMJDY-002,PMJDY,46,female,Karnataka,General,small_business,131047,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,83.3,1,0,mobile,none
CIT00457,PMSBY-004,PMSBY,29,male,Maharashtra,OBC,daily_wage_worker,104694,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,100.0,0,0,none,none
CIT00458,PM-KISAN-001,PM-KISAN,44,other,Assam,OBC,unemployed,154895,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00459,PMJDY-002,PMJDY,29,female,Jharkhand,OBC,student,30377,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,83.3,1,0,photo,none
CIT00460,PM-KISAN-001,PM-KISAN,19,male,Jharkhand,General,student,37259,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00461,PMJDY-002,PMJDY,15,male,Gujarat,SC,unemployed,77764,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,83.3,1,0,photo,none
CIT00462,MUDRA-005,PM-MUDRA,23,female,Jharkhand,General,entrepreneur,713395,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,90.0,1,0,business_proof,none
CIT00463,PMJDY-002,PMJDY,48,male,Rajasthan,General,private_employee,511912,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,90.0,0,1,none,income_too_high
CIT00464,PM-KISAN-001,PM-KISAN,34,male,Maharashtra,SC,daily_wage_worker,171186,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,77.5,1,1,land_records,occupation_mismatch
CIT00465,PMSBY-004,PMSBY,60,male,West Bengal,General,unemployed,82779,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00466,PMAY-003,PMAY-G,72,male,Haryana,General,daily_wage_worker,184937,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00467,PMSBY-004,PMSBY,34,female,West Bengal,OBC,unemployed,35454,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,66.7,2,0,aadhaar_linked_bank|mobile,none
CIT00468,PMJDY-002,PMJDY,63,other,Punjab,SC,small_business,489333,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00469,PMAY-003,PMAY-G,63,female,Maharashtra,General,small_business,185805,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00470,PM-KISAN-001,PM-KISAN,38,female,Maharashtra,ST,daily_wage_worker,89425,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,52.5,3,1,land_records|bank_account|mobile,occupation_mismatch
CIT00471,PMAY-003,PMAY-G,68,male,Bihar,SC,farmer,144773,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,excluded_urban_resident|bpl_required
CIT00472,PMSBY-004,PMSBY,73,other,Tamil Nadu,General,small_business,542965,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT00473,PMSBY-004,PMSBY,20,female,West Bengal,SC,private_employee,239790,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,83.3,1,0,aadhaar_linked_bank,none
CIT00474,PMJDY-002,PMJDY,56,male,Odisha,General,unemployed,165307,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT00475,PMAY-003,PMAY-G,29,other,Uttar Pradesh,ST,daily_wage_worker,39723,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,60.0,4,0,aadhaar|bank_account|land_proof|secc_registration,none
CIT00476,PMAY-003,PMAY-G,77,other,Telangana,General,private_employee,296685,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,income_too_high|bpl_required
CIT00477,MUDRA-005,PM-MUDRA,78,female,Gujarat,SC,daily_wage_worker,109044,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,60.0,2,2,business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT00478,PM-KISAN-001,PM-KISAN,12,male,Telangana,SC,private_employee,233900,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,45.0,2,3,land_records|bank_account,age_not_in_range_18_99|income_too_high|occupation_mismatch
CIT00479,MUDRA-005,PM-MUDRA,55,male,Uttar Pradesh,SC,farmer,98093,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,50.0,4,1,aadhaar|pan_card|business_proof|bank_statements,occupation_mismatch
CIT00480,PMAY-003,PMAY-G,78,other,Madhya Pradesh,OBC,homemaker,479118,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT00481,MUDRA-005,PM-MUDRA,28,other,Gujarat,SC,student,23676,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,70.0,2,1,business_proof|bank_statements,occupation_mismatch
CIT00482,MUDRA-005,PM-MUDRA,73,other,Gujarat,ST,daily_wage_worker,183171,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT00483,PMAY-003,PMAY-G,75,other,Bihar,OBC,small_business,559946,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00484,PM-KISAN-001,PM-KISAN,57,female,Maharashtra,OBC,farmer,60865,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,87.5,1,0,bank_account,none
CIT00485,PMSBY-004,PMSBY,49,other,Odisha,ST,student,2928,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00486,PMJDY-002,PMJDY,21,other,Punjab,OBC,small_business,421013,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,100.0,0,0,none,none
CIT00487,PMSBY-004,PMSBY,49,other,Punjab,General,farmer,215440,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00488,PMAY-003,PMAY-G,78,male,Uttar Pradesh,General,student,7882,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,60.0,3,1,bank_account|land_proof|secc_registration,excluded_urban_resident
CIT00489,PM-KISAN-001,PM-KISAN,12,female,Gujarat,General,daily_wage_worker,158836,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,67.5,1,2,land_records,age_not_in_range_18_99|occupation_mismatch
CIT00490,PMJDY-002,PMJDY,17,other,West Bengal,General,small_business,507060,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,73.3,1,1,photo,income_too_high
CIT00491,MUDRA-005,PM-MUDRA,75,other,Gujarat,ST,homemaker,408463,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,60.0,2,2,business_proof|photo,age_not_in_range_18_65|occupation_mismatch
CIT00492,MUDRA-005,PM-MUDRA,26,female,Assam,OBC,homemaker,279140,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,50.0,4,1,pan_card|business_proof|bank_statements|photo,occupation_mismatch
CIT00493,PMSBY-004,PMSBY,67,male,Uttar Pradesh,SC,daily_wage_worker,175529,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,66.7,2,0,aadhaar_linked_bank|aadhaar,none
CIT00494,MUDRA-005,PM-MUDRA,54,other,Madhya Pradesh,OBC,government_employee,1180266,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,60.0,1,3,business_proof,income_too_high|occupation_mismatch|excluded_govt_employee
CIT00495,MUDRA-005,PM-MUDRA,50,other,West Bengal,OBC,government_employee,521092,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,50.0,3,2,aadhaar|pan_card|business_proof,occupation_mismatch|excluded_govt_employee
CIT00496,PM-KISAN-001,PM-KISAN,10,other,Odisha,General,private_employee,512726,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,47.5,1,4,land_records,age_not_in_range_18_99|income_too_high|occupation_mismatch|excluded_income_tax_payer
CIT00497,PM-KISAN-001,PM-KISAN,25,female,Tamil Nadu,OBC,student,44014,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00498,MUDRA-005,PM-MUDRA,55,male,Bihar,SC,entrepreneur,374790,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,80.0,2,0,pan_card|bank_statements,none
CIT00499,MUDRA-005,PM-MUDRA,45,other,Jharkhand,OBC,entrepreneur,749448,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,100.0,0,0,none,none
CIT00500,PM-KISAN-001,PM-KISAN,34,other,Uttar Pradesh,ST,entrepreneur,367653,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,67.5,1,2,land_records,income_too_high|occupation_mismatch
CIT00501,PMSBY-004,PMSBY,45,male,Punjab,OBC,private_employee,363320,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,83.3,1,0,mobile,none
CIT00502,PMAY-003,PMAY-G,38,other,Gujarat,ST,entrepreneur,679596,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,50.0,3,2,bpl_card|land_proof|secc_registration,income_too_high|bpl_required
CIT00503,PM-KISAN-001,PM-KISAN,53,male,Tamil Nadu,OBC,government_employee,796580,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,47.5,1,4,land_records,income_too_high|occupation_mismatch|excluded_govt_employee|excluded_income_tax_payer
CIT00504,PMSBY-004,PMSBY,18,male,Uttar Pradesh,ST,farmer,211761,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT00505,PM-KISAN-001,PM-KISAN,39,other,Karnataka,OBC,daily_wage_worker,137769,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT00506,PMAY-003,PMAY-G,34,male,Bihar,General,unemployed,184091,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,income_too_high|bpl_required
CIT00507,PMJDY-002,PMJDY,66,male,Madhya Pradesh,General,daily_wage_worker,192752,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00508,PM-KISAN-001,PM-KISAN,57,male,Jharkhand,OBC,small_business,712636,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,57.5,1,3,land_records,income_too_high|occupation_mismatch|excluded_income_tax_payer
CIT00509,PMJDY-002,PMJDY,69,other,Haryana,OBC,private_employee,399416,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT00510,PM-KISAN-001,PM-KISAN,39,female,Assam,General,farmer,211723,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,income_too_high
CIT00511,PMAY-003,PMAY-G,13,other,Bihar,General,private_employee,337635,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,40.0,3,3,bpl_card|bank_account|secc_registration,age_not_in_range_18_99|income_too_high|bpl_required
CIT00512,PM-KISAN-001,PM-KISAN,32,female,Tamil Nadu,OBC,small_business,354725,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,55.0,2,2,land_records|bank_account,income_too_high|occupation_mismatch
CIT00513,PM-KISAN-001,PM-KISAN,68,male,West Bengal,SC,private_employee,309945,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,42.5,3,2,land_records|bank_account|mobile,income_too_high|occupation_mismatch
CIT00514,MUDRA-005,PM-MUDRA,34,male,Jharkhand,OBC,self_employed,217148,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,80.0,2,0,pan_card|bank_statements,none
CIT00515,PMSBY-004,PMSBY,45,male,Tamil Nadu,OBC,government_employee,643598,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,83.3,1,0,aadhaar_linked_bank,none
CIT00516,PMJDY-002,PMJDY,51,other,West Bengal,OBC,student,34006,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,100.0,0,0,none,none
CIT00517,PMAY-003,PMAY-G,37,female,Gujarat,SC,unemployed,133782,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,excluded_urban_resident|bpl_required
